CCG or Health Board;Practice Name;Abtard;Ebesque XL;Fencino;Venlalic XL;Grand Total
NHS BRIGHTON & HOVE CCG;The Practice Hangleton Manor;18,00;1 221,00;0,00;0,00;1 239,00
NHS BRIGHTON & HOVE CCG;The Practice North Street;0,00;2 905,00;0,00;71,00;2 976,00
NHS BRIGHTON & HOVE CCG;The Practice Whitehawk Road;328,00;690,00;720,00;375,00;2 113,00
NHS BRIGHTON & HOVE CCG;The Practice Willow House;395,00;1 700,00;799,00;978,00;3 872,00
NHS BRIGHTON & HOVE CCG;University Of Sussex Health Centre;0,00;1 585,00;0,00;192,00;1 777,00
NHS BRIGHTON & HOVE CCG;Warmdene Surgery;925,00;5 836,00;193,00;1 225,00;8 179,00
NHS BRIGHTON & HOVE CCG;Wish Park Surgery;960,00;2 887,00;1 015,00;486,00;5 348,00
NHS BRIGHTON & HOVE CCG;Woodingdean Medical Centre;1 866,00;1 051,00;1 290,00;768,00;4 975,00
NHS BRISTOL CCG;52 Clifton Down Road;180,00;0,00;109,00;327,00;616,00
NHS BRISTOL CCG;Air Balloon Surgery;75,00;292,00;110,00;1 015,00;1 492,00
NHS BRISTOL CCG;Avonmouth Medical Centre;0,00;90,00;4,00;111,00;205,00
NHS BRISTOL CCG;Bch - The Haven;0,00;0,00;0,00;409,00;409,00
NHS BRISTOL CCG;Bedminster Family Practice;511,00;4 375,00;468,00;1 821,00;7 175,00
NHS BRISTOL CCG;Beechwood Medical Practice;597,00;411,00;1 342,00;786,00;3 136,00
NHS BRISTOL CCG;Birchwood Medical Practice;25,00;265,00;6,00;317,00;613,00
NHS BRISTOL CCG;Bishopston Medical Practice;302,00;1 544,00;56,00;1 109,00;3 011,00
NHS BRISTOL CCG;Bradgate Surgery;339,00;732,00;317,00;2 323,00;3 711,00
NHS BRISTOL CCG;Brisdoc Healthcare Services OOH;157,00;6,00;48,00;72,00;283,00
NHS BRISTOL CCG;Broadmead Medical Centre;1 107,00;283,00;46,00;108,00;1 544,00
NHS BRISTOL CCG;Compass Health;249,00;50,00;0,00;0,00;299,00
NHS BRISTOL CCG;Eastville Medical Practice;521,00;737,00;835,00;808,00;2 901,00
NHS BRISTOL CCG;Fallodon Way Medical Centre;12,00;2 313,00;175,00;200,00;2 700,00
NHS BRISTOL CCG;Fishponds Family Practice;1 028,00;900,00;1 763,00;1 075,00;4 766,00
NHS BRISTOL CCG;Gaywood House Surgery;304,00;1 540,00;291,00;780,00;2 915,00
NHS BRISTOL CCG;Gloucester Road Medical Centre;325,00;1 107,00;185,00;401,00;2 018,00
NHS BRISTOL CCG;GP Support Unit;113,00;0,00;0,00;0,00;113,00
NHS BRISTOL CCG;GP Tackling Violence Service;0,00;84,00;0,00;0,00;84,00
NHS BRISTOL CCG;Grange Road Surgery;630,00;2 104,00;2 203,00;425,00;5 362,00
NHS BRISTOL CCG;Greenway Community Practice;323,00;45,00;56,00;92,00;516,00
NHS BRISTOL CCG;Hartwood Health Care;1 093,00;1 481,00;1 686,00;337,00;4 597,00
NHS BRISTOL CCG;Helios Medical Centre;6,00;36,00;46,00;219,00;307,00
NHS BRISTOL CCG;Hillview Family Practice;179,00;8,00;661,00;218,00;1 066,00
NHS BRISTOL CCG;Horfield HC;1 131,00;1 344,00;1 885,00;181,00;4 541,00
NHS BRISTOL CCG;Hotwells Surgery;50,00;0,00;1 327,00;2 788,00;4 165,00
NHS BRISTOL CCG;Lawrence Hill Health Centre;1 698,00;2 213,00;479,00;928,00;5 318,00
NHS BRISTOL CCG;Lodgeside Surgery;26,00;71,00;594,00;616,00;1 307,00
NHS BRISTOL CCG;Monks Park Surgery;87,00;443,00;299,00;720,00;1 549,00
NHS BRISTOL CCG;Montpelier Health Centre;747,00;506,00;1 008,00;483,00;2 744,00
NHS BRISTOL CCG;Nightingale Valley Practice;210,00;1 781,00;1 007,00;105,00;3 103,00
NHS BRISTOL CCG;Pembroke Road Surgery;733,00;1 056,00;1 238,00;1 645,00;4 672,00
NHS BRISTOL CCG;Priory Surgery;711,00;93,00;297,00;79,00;1 180,00
NHS BRISTOL CCG;Ridingleaze Medical Centre;49,00;186,00;702,00;848,00;1 785,00
NHS BRISTOL CCG;Sea Mills Surgery;1 140,00;408,00;413,00;710,00;2 671,00
NHS BRISTOL CCG;Seymour Medical Practice;2 777,00;236,00;743,00;525,00;4 281,00
NHS BRISTOL CCG;Shirehampton Group Practice;405,00;252,00;1 170,00;876,00;2 703,00
NHS BRISTOL CCG;Sneyd Park Surgery;0,00;0,00;110,00;0,00;110,00
NHS BRISTOL CCG;Southmead & Henbury Family Practice;1 581,00;2 375,00;588,00;1 155,00;5 699,00
NHS BRISTOL CCG;St George Health Centre;960,00;53,00;0,00;543,00;1 556,00
NHS BRISTOL CCG;St Martins Surgery;585,00;0,00;533,00;923,00;2 041,00
NHS BRISTOL CCG;St Peter's Hospice;6,00;0,00;0,00;0,00;6,00
NHS BRISTOL CCG;Stockwood Medical Centre;3 800,00;159,00;1 991,00;1 200,00;7 150,00
NHS BRISTOL CCG;Student Health Service;0,00;0,00;0,00;2 015,00;2 015,00
NHS BRISTOL CCG;The Armada Family Practice;1 510,00;1 069,00;293,00;1 036,00;3 908,00
NHS BRISTOL CCG;The Crest Family Practice;201,00;48,00;221,00;1 111,00;1 581,00
NHS BRISTOL CCG;The Easton Family Practice;295,00;89,00;48,00;90,00;522,00
NHS BRISTOL CCG;The Family Practice;1 264,00;1 547,00;485,00;413,00;3 709,00
NHS BRISTOL CCG;The Green Practice At Whitchurch H C;196,00;0,00;158,00;364,00;718,00
NHS BRISTOL CCG;The Lennard Surgery;869,00;204,00;82,00;1 689,00;2 844,00
NHS BRISTOL CCG;The Malago Surgery;869,00;90,00;424,00;225,00;1 608,00
NHS BRISTOL CCG;The Maytrees Practice;456,00;1 395,00;0,00;0,00;1 851,00
NHS BRISTOL CCG;The Merrywood Practice;125,00;330,00;297,00;435,00;1 187,00
NHS BRISTOL CCG;The Old School Surgery;506,00;882,00;150,00;863,00;2 401,00
NHS BRISTOL CCG;The Southville Surgery;301,00;192,00;586,00;209,00;1 288,00
NHS BRISTOL CCG;The Wedmore Practice;424,00;108,00;257,00;972,00;1 761,00
NHS BRISTOL CCG;The Wellspring Surgery;1 307,00;484,00;1 208,00;789,00;3 788,00
NHS BRISTOL CCG;Wells Road Surgery;183,00;0,00;191,00;1 414,00;1 788,00
NHS BRISTOL CCG;Westbury On Trym Primary Care Centre;260,00;788,00;508,00;1 039,00;2 595,00
NHS BRISTOL CCG;Whiteladies Medical Group;893,00;832,00;489,00;1 419,00;3 633,00
NHS BROMLEY CCG;Addington Road Surgery;1 347,00;378,00;675,00;991,00;3 391,00
NHS BROMLEY CCG;Anerley Surgery;0,00;365,00;0,00;59,00;424,00
NHS BROMLEY CCG;Ballater Surgery;3 348,00;504,00;428,00;1 329,00;5 609,00
NHS BROMLEY CCG;Bank House Surgery;113,00;432,00;151,00;284,00;980,00
NHS BROMLEY CCG;Beckenham Beacon Urgent Care Centre;19,00;0,00;0,00;38,00;57,00
NHS BROMLEY CCG;Bromley Common Practice;4 139,00;90,00;1 492,00;1 162,00;6 883,00
NHS BROMLEY CCG;Bromley Scren;0,00;0,00;4,00;0,00;4,00
NHS BROMLEY CCG;Broomwood Road Surgery;4 770,00;2 997,00;1 208,00;560,00;9 535,00
NHS BROMLEY CCG;Cator Medical Centre;3 095,00;3 941,00;725,00;669,00;8 430,00
NHS BROMLEY CCG;Charterhouse Surgery;2 081,00;613,00;516,00;401,00;3 611,00
NHS BROMLEY CCG;Chelsfield Surgery;658,00;936,00;659,00;903,00;3 156,00
NHS BROMLEY CCG;Chislehurst Medical Practice;2 025,00;1 810,00;667,00;4 276,00;8 778,00
NHS BROMLEY CCG;Cornerways Surgery;740,00;410,00;282,00;1 246,00;2 678,00
NHS BROMLEY CCG;Crescent Surgery;760,00;2 280,00;408,00;197,00;3 645,00
NHS BROMLEY CCG;Cross Hall Surgery;363,00;2 508,00;966,00;557,00;4 394,00
NHS BROMLEY CCG;Derry Downs Surgery;2 869,00;2 701,00;1 817,00;188,00;7 575,00
NHS BROMLEY CCG;Dr Heathcote & Partners;2 611,00;4 046,00;855,00;1 209,00;8 721,00
NHS BROMLEY CCG;Dr Matthews & Partner;0,00;0,00;0,00;0,00;0,00
NHS BROMLEY CCG;Dysart Surgery;1 829,00;1 101,00;524,00;903,00;4 357,00
NHS BROMLEY CCG;Eden Park Surgery;604,00;0,00;128,00;632,00;1 364,00
NHS BROMLEY CCG;Elm House Surgery;4 692,00;4 184,00;1 384,00;1 052,00;11 312,00
NHS BROMLEY CCG;Emdoc OOH;167,00;0,00;8,00;1,00;176,00
NHS BROMLEY CCG;Family Surgery;237,00;774,00;1 416,00;616,00;3 043,00
NHS BROMLEY CCG;Forge Close Surgery;185,00;0,00;0,00;1 186,00;1 371,00
NHS BROMLEY CCG;Gillmans Road Surgery;180,00;90,00;52,00;0,00;322,00
NHS BROMLEY CCG;Green Street Green Med Ct;2 582,00;1 192,00;641,00;1 657,00;6 072,00
NHS BROMLEY CCG;Highland Road Surgery;599,00;0,00;59,00;465,00;1 123,00
NHS BROMLEY CCG;Intermediate Care Service;0,00;0,00;0,00;0,00;0,00
NHS BROMLEY CCG;Knoll Medical Practice;5 253,00;84,00;1 536,00;580,00;7 453,00
NHS BROMLEY CCG;Links Medical Practice;1 188,00;6 427,00;1 567,00;1 204,00;10 386,00
NHS BROMLEY CCG;London Lane Clinic;3 424,00;3 704,00;1 479,00;353,00;8 960,00
NHS BROMLEY CCG;Manor Road Surgery;1 265,00;0,00;339,00;1 659,00;3 263,00
NHS BROMLEY CCG;Norheads Lane Surgery;163,00;495,00;0,00;217,00;875,00
NHS BROMLEY CCG;Oakfield Surgery;36,00;82,00;48,00;24,00;190,00
NHS BROMLEY CCG;Park Group Practice;2 951,00;2 449,00;1 018,00;591,00;7 009,00
NHS BROMLEY CCG;Pickhurst Surgery;206,00;546,00;222,00;542,00;1 516,00
NHS BROMLEY CCG;Poverest Medical Centre;5 582,00;1 335,00;1 582,00;609,00;9 108,00
NHS BROMLEY CCG;Pruh Urgent Care Centre;0,00;0,00;0,00;0,00;0,00
NHS BROMLEY CCG;Public Health Services;12,00;0,00;0,00;0,00;12,00
NHS BROMLEY CCG;Robin Hood Surgery;571,00;1 562,00;272,00;284,00;2 689,00
NHS BROMLEY CCG;Southborough Lane Surgery;1 152,00;45,00;373,00;449,00;2 019,00
NHS BROMLEY CCG;St Christopher's Hospice;319,00;0,00;238,00;0,00;557,00
NHS BROMLEY CCG;St James' Practice;1 000,00;2 619,00;760,00;1 192,00;5 571,00
NHS BROMLEY CCG;St Mary Cray Practice;12,00;927,00;120,00;0,00;1 059,00
NHS BROMLEY CCG;Station Road Surgery;2 018,00;4 433,00;669,00;3 659,00;10 779,00
NHS BROMLEY CCG;Stock Hill Surgery;4 326,00;0,00;1 723,00;1 447,00;7 496,00
NHS BROMLEY CCG;Summercroft Surgery;3 883,00;780,00;1 185,00;1 255,00;7 103,00
NHS BROMLEY CCG;Sundridge Medical Centre;74,00;1 116,00;1 002,00;184,00;2 376,00
NHS BROMLEY CCG;Trinity Medical Centre;0,00;123,00;60,00;917,00;1 100,00
NHS BROMLEY CCG;Tudor Way Surgery;84,00;1 729,00;272,00;459,00;2 544,00
NHS BROMLEY CCG;Whitehouse Surgery;123,00;639,00;204,00;0,00;966,00
NHS BROMLEY CCG;Wickham Park Surgery;2 411,00;2 109,00;172,00;67,00;4 759,00
NHS BROMLEY CCG;Woodlands Practice;442,00;860,00;1 023,00;808,00;3 133,00
NHS BURY CCG;Blackford House Medical Centre;2 364,00;0,00;1 385,00;1 477,00;5 226,00
NHS BURY CCG;Bury GP Practices Ltd;28,00;17,00;2,00;0,00;47,00
NHS BURY CCG;Bury OOH;320,00;19,00;128,00;43,00;510,00
NHS BURY CCG;Community Palliative Care;226,00;0,00;164,00;0,00;390,00
NHS BURY CCG;Fairfax Group Practice;7 457,00;1 322,00;3 009,00;1 261,00;13 049,00
NHS BURY CCG;Garden City Medical Centre;6 393,00;2 350,00;1 979,00;880,00;11 602,00
NHS BURY CCG;Greenmount Medical Centre;4 261,00;658,00;1 759,00;0,00;6 675,00
NHS BURY CCG;Huntley Mount Medical Centre;3 021,00;732,00;1 082,00;363,00;5 198,00
NHS BURY CCG;Intermediate Care;227,00;0,00;8,00;0,00;235,00
NHS BURY CCG;Knowsley Medical Centre;4 130,00;0,00;1 998,00;0,00;6 127,00
NHS BURY CCG;Longfield Medical Practice;2 890,00;1 455,00;1 760,00;1 301,00;7 406,00
NHS BURY CCG;Mile Lane Health Centre;3 546,00;304,00;715,00;24,00;4 589,00
NHS BURY CCG;Minden Family Practices - Dr Deakin;7 561,00;2 996,00;1 421,00;0,00;11 978,00
NHS BURY CCG;Minden Family Practices - Dr Saxena;5 024,00;34,00;1 972,00;621,00;7 651,00
NHS BURY CCG;Minden Family Practices - Dr Shekar;4 305,00;683,00;1 835,00;0,00;6 823,00
NHS BURY CCG;Monarch Medical Centre;1 242,00;288,00;1 547,00;0,00;3 077,00
NHS BURY CCG;Outreach Service Nh / Rh;0,00;0,00;7,00;0,00;7,00
NHS BURY CCG;Peel GPs Dr Chacko;1 801,00;805,00;350,00;279,00;3 235,00
NHS BURY CCG;Peel GPs Dr Cleary;1 529,00;429,00;366,00;76,00;2 400,00
NHS BURY CCG;Peel GPs Dr Jackson;1 894,00;263,00;1 329,00;146,00;3 632,00
NHS BURY CCG;Pennine Care NHS Ft;0,00;0,00;12,00;0,00;12,00
NHS BURY CCG;Radcliffe Medical Practice;6 972,00;1 988,00;3 483,00;189,00;12 632,00
NHS BURY CCG;Ramsbottom Medical Practice;2 745,00;390,00;784,00;516,00;4 435,00
NHS BURY CCG;Red Bank Group Practice;3 576,00;754,00;3 560,00;645,00;8 535,00
NHS BURY CCG;Ribblesdale GP-Dr Subbiah;3 991,00;447,00;130,00;0,00;4 568,00
NHS BURY CCG;Ribblesdale GP-Dr Woodcock;2 704,00;1 323,00;1 711,00;2,00;5 740,00
NHS BURY CCG;Rock Healthcare Limited;1 100,00;1 485,00;1 449,00;0,00;4 034,00
NHS BURY CCG;Spring Lane Surgery;1 732,00;243,00;2 802,00;64,00;4 841,00
NHS BURY CCG;St Gabriel's Medical Centre;1 052,00;854,00;2 965,00;1 681,00;6 552,00
NHS BURY CCG;The Birches Medical Centre;7 621,00;1 712,00;1 069,00;1 120,00;11 522,00
NHS BURY CCG;The Elms Medical Centre;3 005,00;503,00;904,00;0,00;4 412,00
NHS BURY CCG;The Rlc Surgery;719,00;127,00;1 145,00;110,00;2 101,00
NHS BURY CCG;The Uplands Medical Practice;5 238,00;3 711,00;844,00;612,00;10 405,00
NHS BURY CCG;Tottington Medical Practice;4 682,00;443,00;2 036,00;783,00;7 944,00
NHS BURY CCG;Unsworth Medical Centre;10 449,00;667,00;2 731,00;356,00;14 203,00
NHS BURY CCG;Walmersley Road Medical Practice;1 573,00;0,00;90,00;0,00;1 663,00
NHS BURY CCG;Whittaker Lane Med Centre;1 096,00;1 602,00;1 170,00;543,00;4 411,00
NHS BURY CCG;Woodbank Surgery;4 957,00;90,00;610,00;134,00;5 791,00
NHS CALDERDALE CCG;Bankfield Surgery;918,00;1 197,00;1 149,00;153,00;3 417,00
NHS CALDERDALE CCG;Beechwood Medical Centre;4 504,00;3 277,00;1 329,00;236,00;9 346,00
NHS CALDERDALE CCG;Brig Royd Surgery;2 514,00;4 978,00;164,00;498,00;8 154,00
NHS CALDERDALE CCG;Burley Street Surgery;0,00;67,00;49,00;0,00;116,00
NHS CALDERDALE CCG;Calderdale Community Services;6,00;0,00;0,00;0,00;6,00
NHS CALDERDALE CCG;Calderdale Safe Haven Service;0,00;122,00;0,00;0,00;122,00
NHS CALDERDALE CCG;Caritas Group Practice;2 669,00;5 299,00;1 692,00;1 426,00;11 086,00
NHS CALDERDALE CCG;Church Lane Surgery;2 811,00;5 384,00;5 815,00;1 791,00;15 801,00
NHS CALDERDALE CCG;Dr Chin And Partners;5 372,00;1 246,00;1 759,00;1 135,00;9 512,00
NHS CALDERDALE CCG;Hebden Bridge Group Practice;10 344,00;18 010,00;5 738,00;2 836,00;36 928,00
NHS CALDERDALE CCG;Horne Street Surgery;550,00;608,00;18,00;0,00;1 176,00
NHS CALDERDALE CCG;Keighley Road Surgery;3 630,00;918,00;2 422,00;1 284,00;8 254,00
NHS CALDERDALE CCG;King Cross Practice;4 034,00;907,00;930,00;12,00;5 883,00
NHS CALDERDALE CCG;Lister Lane Surgery;1 259,00;1 488,00;363,00;715,00;3 825,00
NHS CALDERDALE CCG;Local Care Direct OOH;14,00;0,00;15,00;0,00;29,00
NHS CALDERDALE CCG;Longroyde Surgery;3 008,00;915,00;1 347,00;231,00;5 501,00
NHS CALDERDALE CCG;Meadow Dale Group Practice;1 771,00;180,00;1 157,00;0,00;3 108,00
NHS CALDERDALE CCG;Park Community Practice;140,00;1 051,00;83,00;108,00;1 382,00
NHS CALDERDALE CCG;Plane Trees Group Practice;2 921,00;3 591,00;1 648,00;250,00;8 410,00
NHS CALDERDALE CCG;Queens Road Surgery;744,00;2 917,00;268,00;1 097,00;5 026,00
NHS CALDERDALE CCG;Rastrick Health Centre;490,00;1 060,00;1 205,00;317,00;3 072,00
NHS CALDERDALE CCG;Rosegarth Surgery;5 109,00;3 218,00;1 574,00;894,00;10 795,00
NHS CALDERDALE CCG;Rydings Hall Surgery;1 656,00;2 783,00;767,00;60,00;5 266,00
NHS CALDERDALE CCG;Southowram Surgery;1 113,00;1 401,00;15,00;481,00;3 010,00
NHS CALDERDALE CCG;Spring Hall Group Practice;647,00;1 554,00;11,00;260,00;2 472,00
NHS CALDERDALE CCG;Stainland Road Medical Centre;1 171,00;322,00;2 019,00;1 448,00;4 960,00
NHS CALDERDALE CCG;Station Road Surgery;5 192,00;7 173,00;2 875,00;2 808,00;18 048,00
NHS CALDERDALE CCG;The Boulevard Medical Practice;4 171,00;2 197,00;1 446,00;124,00;7 938,00
NHS CALDERDALE CCG;Todmorden Group Practice;5 617,00;9 731,00;4 716,00;1 274,00;21 338,00
NHS CAMBRDG & PBORO CCG;Acorn Surgery;3 857,00;114,00;828,00;110,00;4 909,00
NHS CAMBRDG & PBORO CCG;Ailsworth Medical Centre;0,00;114,00;72,00;754,00;940,00
NHS CAMBRDG & PBORO CCG;Alconbury Surgery;1 809,00;108,00;26,00;859,00;2 802,00
NHS CAMBRDG & PBORO CCG;Almond Road Surgery;5 755,00;1 087,00;153,00;752,00;7 747,00
NHS CAMBRDG & PBORO CCG;Alternative Medical Scheme Hunts;0,00;51,00;0,00;0,00;51,00
NHS CAMBRDG & PBORO CCG;Arbury Road Surgery;3 026,00;3 444,00;1 234,00;308,00;8 012,00
NHS CAMBRDG & PBORO CCG;Barley Surgery;170,00;156,00;0,00;5 190,00;5 516,00
NHS CAMBRDG & PBORO CCG;Boroughbury Medical Centre;2 609,00;1 853,00;1 731,00;592,00;6 785,00
NHS CAMBRDG & PBORO CCG;Botolph Bridge Community Health Centre;300,00;630,00;143,00;94,00;1 167,00
NHS CAMBRDG & PBORO CCG;Bottisham Medical Practice;815,00;1 502,00;429,00;0,00;2 746,00
NHS CAMBRDG & PBORO CCG;Bourn Surgery;4 128,00;240,00;91,00;308,00;4 767,00
NHS CAMBRDG & PBORO CCG;Bretton;1 237,00;979,00;2 039,00;34,00;4 289,00
NHS CAMBRDG & PBORO CCG;Bridge Street Medical Centre;429,00;677,00;34,00;662,00;1 802,00
NHS CAMBRDG & PBORO CCG;Buckden Surgery;3 398,00;97,00;694,00;24,00;4 213,00
NHS CAMBRDG & PBORO CCG;Burwell Surgery;2 639,00;1 206,00;916,00;534,00;5 295,00
NHS CAMBRDG & PBORO CCG;Bushfield;2 181,00;2 584,00;1 316,00;456,00;6 537,00
NHS CAMBRDG & PBORO CCG;Cambridge Access Surgery;0,00;976,00;0,00;38,00;1 014,00
NHS CAMBRDG & PBORO CCG;Cambridgeshire Casus;0,00;0,00;0,00;0,00;0,00
NHS CAMBRDG & PBORO CCG;Cathedral Medical Centre;1 322,00;291,00;482,00;578,00;2 673,00
NHS CAMBRDG & PBORO CCG;Cedar House Surgery;5 622,00;1 431,00;528,00;585,00;8 166,00
NHS CAMBRDG & PBORO CCG;Charles Hicks Centre;5 843,00;254,00;928,00;1 101,00;8 126,00
NHS CAMBRDG & PBORO CCG;Cherry Hinton Medical Centre;1 397,00;1 895,00;20,00;43,00;3 355,00
NHS CAMBRDG & PBORO CCG;Church Street Health Centre;1 138,00;0,00;12,00;45,00;1 195,00
NHS CAMBRDG & PBORO CCG;Clarkson Surgery;827,00;2 047,00;914,00;456,00;4 244,00
NHS CAMBRDG & PBORO CCG;Comberton Surgery;118,00;5 759,00;553,00;731,00;7 161,00
NHS CAMBRDG & PBORO CCG;Cornerstone Practice;3 871,00;2 132,00;1 364,00;197,00;7 564,00
NHS CAMBRDG & PBORO CCG;Cornford House Surgery;463,00;582,00;172,00;733,00;1 950,00
NHS CAMBRDG & PBORO CCG;Cottenham Surgery;426,00;441,00;0,00;60,00;927,00
NHS CAMBRDG & PBORO CCG;Cromwell Place Surgery;653,00;906,00;2 512,00;1 824,00;5 895,00
NHS CAMBRDG & PBORO CCG;Doddington Medical Centre;3 591,00;396,00;798,00;12,00;4 797,00
NHS CAMBRDG & PBORO CCG;Dogsthorpe Medical Centre;41,00;1 043,00;144,00;92,00;1 320,00
NHS CAMBRDG & PBORO CCG;East Barnwell Health Centre;370,00;1 227,00;68,00;865,00;2 530,00
NHS CAMBRDG & PBORO CCG;Eaton Socon Health Centre;912,00;240,00;773,00;1 248,00;3 173,00
NHS CAMBRDG & PBORO CCG;Firs House Surgery;1 666,00;1 220,00;702,00;704,00;4 292,00
NHS CAMBRDG & PBORO CCG;George Clare Surgery;1 895,00;798,00;248,00;608,00;3 549,00
NHS CAMBRDG & PBORO CCG;GP Medical Service OOH;19,00;0,00;11,00;2,00;32,00
NHS CAMBRDG & PBORO CCG;Great Staughton Surgery;597,00;318,00;268,00;68,00;1 251,00
NHS CAMBRDG & PBORO CCG;Haddenham Surgery;276,00;243,00;495,00;0,00;1 004,00
NHS CAMBRDG & PBORO CCG;Hampton Health;1 993,00;1 755,00;28,00;1 076,00;4 852,00
NHS CAMBRDG & PBORO CCG;Harston Surgery;262,00;2 771,00;22,00;519,00;3 574,00
NHS CAMBRDG & PBORO CCG;Hodgson Medical Centre;1 067,00;552,00;736,00;0,00;2 355,00
NHS CAMBRDG & PBORO CCG;Huntingdon Road Surgery;130,00;315,00;470,00;149,00;1 064,00
NHS CAMBRDG & PBORO CCG;Huntly Grove;30,00;180,00;408,00;0,00;609,00
NHS CAMBRDG & PBORO CCG;Jenner Health Centre;1 026,00;1 165,00;792,00;463,00;3 446,00
NHS CAMBRDG & PBORO CCG;Kimbolton Medical Centre;769,00;796,00;262,00;128,00;1 955,00
NHS CAMBRDG & PBORO CCG;Lensfield Medical Practice;430,00;740,00;446,00;781,00;2 397,00
NHS CAMBRDG & PBORO CCG;Linton Health Centre;438,00;777,00;357,00;626,00;2 198,00
NHS CAMBRDG & PBORO CCG;Manea Surgery;194,00;218,00;1 405,00;628,00;2 445,00
NHS CAMBRDG & PBORO CCG;Maple Surgery Bar Hill Health Centre;128,00;744,00;0,00;249,00;1 121,00
NHS CAMBRDG & PBORO CCG;Mercheford House;3 660,00;425,00;1 303,00;422,00;5 810,00
NHS CAMBRDG & PBORO CCG;Mill Road Surgery;321,00;321,00;376,00;201,00;1 219,00
NHS CAMBRDG & PBORO CCG;Millfield;1 125,00;1 315,00;1 977,00;803,00;5 220,00
NHS CAMBRDG & PBORO CCG;Milton Surgery;124,00;504,00;367,00;825,00;1 820,00
NHS CAMBRDG & PBORO CCG;Minor Injuries And Illness Unit;0,00;0,00;0,00;0,00;0,00
NHS CAMBRDG & PBORO CCG;Minster Medical Practice;140,00;986,00;302,00;86,00;1 514,00
NHS CAMBRDG & PBORO CCG;Moat House Surgery;4 897,00;618,00;2 050,00;385,00;7 950,00
NHS CAMBRDG & PBORO CCG;Monkfield Medical Practice;6 272,00;872,00;159,00;424,00;7 727,00
NHS CAMBRDG & PBORO CCG;Nene Valley Medical Practice;1 532,00;1 510,00;1 545,00;238,00;4 825,00
NHS CAMBRDG & PBORO CCG;New Queen Street Surgery;3 856,00;964,00;2 149,00;1 107,00;8 076,00
NHS CAMBRDG & PBORO CCG;Newnham Walk Surgery;758,00;1 098,00;48,00;710,00;2 614,00
NHS CAMBRDG & PBORO CCG;NMP CCS Hunts Unit;0,00;0,00;11,00;0,00;11,00
NHS CAMBRDG & PBORO CCG;NMP CCS Specialist Services Unit;101,00;0,00;34,00;0,00;135,00
NHS CAMBRDG & PBORO CCG;North Brink Practice;2 259,00;3 146,00;904,00;1 658,00;7 967,00
NHS CAMBRDG & PBORO CCG;North Street;1 358,00;2 370,00;152,00;562,00;4 442,00
NHS CAMBRDG & PBORO CCG;Northcote House Surgery;138,00;0,00;376,00;268,00;782,00
NHS CAMBRDG & PBORO CCG;Nuffield Road Medical Centre;3 542,00;1 048,00;406,00;1 004,00;6 000,00
NHS CAMBRDG & PBORO CCG;Old Exchange Surgery;161,00;45,00;752,00;304,00;1 262,00
NHS CAMBRDG & PBORO CCG;Old Fletton Surgery;1 474,00;576,00;1 124,00;712,00;3 886,00
NHS CAMBRDG & PBORO CCG;Orchard Surgery Melbourn;1 634,00;263,00;960,00;1 542,00;4 399,00
NHS CAMBRDG & PBORO CCG;Orchard Surgery St Ives;3 215,00;144,00;965,00;976,00;5 300,00
NHS CAMBRDG & PBORO CCG;Oundle;952,00;364,00;1 079,00;533,00;2 928,00
NHS CAMBRDG & PBORO CCG;Over Surgery;0,00;186,00;276,00;243,00;705,00
NHS CAMBRDG & PBORO CCG;Papworth Surgery;985,00;945,00;1 016,00;1 157,00;4 103,00
NHS CAMBRDG & PBORO CCG;Park Medical Centre;5 520,00;812,00;5 154,00;799,00;12 285,00
NHS CAMBRDG & PBORO CCG;Parkhall Surgery;1 781,00;401,00;171,00;100,00;2 453,00
NHS CAMBRDG & PBORO CCG;Parnwell;624,00;470,00;532,00;0,00;1 626,00
NHS CAMBRDG & PBORO CCG;Parson Drove Surgery;1 508,00;162,00;1 405,00;410,00;3 485,00
NHS CAMBRDG & PBORO CCG;Paston Health Centre;2 914,00;1 576,00;857,00;569,00;5 916,00
NHS CAMBRDG & PBORO CCG;Peterborough Walk In Centre;7,00;0,00;0,00;0,00;7,00
NHS CAMBRDG & PBORO CCG;Petersfield Medical Practice;0,00;240,00;435,00;319,00;994,00
NHS CAMBRDG & PBORO CCG;Priors Field Surgery;1 077,00;801,00;308,00;314,00;2 500,00
NHS CAMBRDG & PBORO CCG;Priory Fields Surgery;1 326,00;750,00;2 122,00;410,00;4 608,00
NHS CAMBRDG & PBORO CCG;Queen Edith Medical Practice;1 537,00;961,00;869,00;517,00;3 884,00
NHS CAMBRDG & PBORO CCG;Rainbow Surgery;145,00;401,00;151,00;346,00;1 043,00
NHS CAMBRDG & PBORO CCG;Ramsey Health Centre;743,00;610,00;467,00;971,00;2 791,00
NHS CAMBRDG & PBORO CCG;Red House Surgery;2 020,00;2 051,00;204,00;1 465,00;5 740,00
NHS CAMBRDG & PBORO CCG;Riverside Practice;2 475,00;1 438,00;198,00;62,00;4 173,00
NHS CAMBRDG & PBORO CCG;Roysia Surgery;58,00;303,00;231,00;170,00;762,00
NHS CAMBRDG & PBORO CCG;Sawston Medical Practice;2 214,00;725,00;501,00;744,00;4 184,00
NHS CAMBRDG & PBORO CCG;Shelford Medical Practice;550,00;1 875,00;6,00;105,00;2 536,00
